"Accession" "TF" "Tissue" "Cell" "IMPACT" "File" "CellDeriv"
"GSM1565011" "MITF" "MELANOMA" "501A" "408" "PRJNA270236_GSM1565011_MITF_peaks.narrowPeak" "Melanoma"
"GSM1003464" "CTCF" "BLOOD" "DND-41" "409" "PRJNA63443_GSM1003464_CTCF_peaks.narrowPeak" "T cell"
"GSM1003474" "CTCF" "BLOOD" "CD20+" "410" "PRJNA63443_GSM1003474_CTCF_peaks.narrowPeak" "B cell"
"GSM1003507" "REST" "BLOOD" "K-562" "411" "PRJNA63443_GSM1003507_REST_peaks.narrowPeak" "Myeloid"
"GSM1003508" "CTCF" "BLOOD" "Monocytes-CD14+" "412" "PRJNA63443_GSM1003508_CTCF_peaks.narrowPeak" "Monocyte"
"GSM1003581" "CTCF" "LUNG" "A549" "413" "PRJNA63443_GSM1003581_CTCF_peaks.narrowPeak" "Lung"
"GSM1003582" "CTCF" "LUNG" "A549" "413" "PRJNA63443_GSM1003582_CTCF_peaks.narrowPeak" "Lung"
"GSM1006866" "MYC" "BREAST" "MCF-7" "414" "PRJNA63443_GSM1006866_MYC_peaks.narrowPeak" "Breast"
"GSM1006869" "CTCF" "BLOOD" "GM13977" "415" "PRJNA63443_GSM1006869_CTCF_peaks.narrowPeak" "B cell"
"GSM1006870" "CTCF" "BLOOD" "GM10266" "416" "PRJNA63443_GSM1006870_CTCF_peaks.narrowPeak" "B cell"
"GSM1006873" "CTCF" "BLOOD" "GM20000" "417" "PRJNA63443_GSM1006873_CTCF_peaks.narrowPeak" "B cell"
"GSM1006874" "CTCF" "PROSTATE" "LNCAP" "418" "PRJNA63443_GSM1006874_CTCF_peaks.narrowPeak" "Prostate"
"GSM1006875" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63443_GSM1006875_CTCF_peaks.narrowPeak" "Breast"
"GSM1006877" "MYC" "BREAST" "MCF-7" "414" "PRJNA63443_GSM1006877_MYC_peaks.narrowPeak" "Breast"
"GSM1006878" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63443_GSM1006878_CTCF_peaks.narrowPeak" "Breast"
"GSM1006881" "CTCF" "PANCREAS" "Pancreas" "420" "PRJNA63443_GSM1006881_CTCF_peaks.narrowPeak" "Pancreas"
"GSM1006882" "CTCF" "LUNG" "Lung" "421" "PRJNA63443_GSM1006882_CTCF_peaks.narrowPeak" "Lung"
"GSM1006883" "CTCF" "OTHERS" "Spleen" "422" "PRJNA63443_GSM1006883_CTCF_peaks.narrowPeak" "Spleen"
"GSM1006885" "CTCF" "BLOOD" "GM13976" "423" "PRJNA63443_GSM1006885_CTCF_peaks.narrowPeak" "B cell"
"GSM1006886" "CTCF" "KIDNEY" "Kidney" "424" "PRJNA63443_GSM1006886_CTCF_peaks.narrowPeak" "Kidney"
"GSM1006887" "CTCF" "PROSTATE" "LNCAP" "418" "PRJNA63443_GSM1006887_CTCF_peaks.narrowPeak" "Prostate"
"GSM1006891" "CTCF" "BLOOD" "GM10248" "425" "PRJNA63443_GSM1006891_CTCF_peaks.narrowPeak" "B cell"
"GSM1006893" "CTCF" "NEURAL" "Medullo" "426" "PRJNA63443_GSM1006893_CTCF_peaks.narrowPeak" "Brain"
"GSM624077" "CTCF" "STEMCELL" "hESC H1" "14" "PRJNA63443_GSM624077_CTCF_peaks.narrowPeak" "Stem cell"
"GSM624078" "CTCF" "UTERUS" "HeLa" "427" "PRJNA63443_GSM624078_CTCF_peaks.narrowPeak" "Cervix"
"GSM624079" "CTCF" "VASCULAR" "HUVEC" "428" "PRJNA63443_GSM624079_CTCF_peaks.narrowPeak" "Endothelial"
"GSM624080" "CTCF" "BLOOD" "K-562" "429" "PRJNA63443_GSM624080_CTCF_peaks.narrowPeak" "Myeloid"
"GSM624081" "CTCF" "FIBROBLAST" "NHEK" "430" "PRJNA63443_GSM624081_CTCF_peaks.narrowPeak" "Keratinocyte"
"GSM646314" "CTCF" "BLOOD" "GM12878" "242" "PRJNA63443_GSM646314_CTCF_peaks.narrowPeak" "B cell"
"GSM646315" "CTCF" "BLOOD" "GM12878" "242" "PRJNA63443_GSM646315_CTCF_peaks.narrowPeak" "B cell"
"GSM646334" "CTCF" "STEMCELL" "hESC H1" "14" "PRJNA63443_GSM646334_CTCF_peaks.narrowPeak" "Stem cell"
"GSM646335" "CTCF" "STEMCELL" "hESC H1" "14" "PRJNA63443_GSM646335_CTCF_peaks.narrowPeak" "Stem cell"
"GSM646353" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63443_GSM646353_CTCF_peaks.narrowPeak" "Liver"
"GSM646354" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63443_GSM646354_CTCF_peaks.narrowPeak" "Liver"
"GSM646372" "CTCF" "BREAST" "HMEC" "432" "PRJNA63443_GSM646372_CTCF_peaks.narrowPeak" "Breast"
"GSM646373" "CTCF" "BREAST" "HMEC" "432" "PRJNA63443_GSM646373_CTCF_peaks.narrowPeak" "Breast"
"GSM646392" "CTCF" "MUSCLE" "HSMM" "433" "PRJNA63443_GSM646392_CTCF_peaks.narrowPeak" "Myoblast"
"GSM646393" "CTCF" "MUSCLE" "HSMM" "433" "PRJNA63443_GSM646393_CTCF_peaks.narrowPeak" "Myoblast"
"GSM646412" "CTCF" "VASCULAR" "HUVEC" "428" "PRJNA63443_GSM646412_CTCF_peaks.narrowPeak" "Endothelial"
"GSM646413" "CTCF" "VASCULAR" "HUVEC" "428" "PRJNA63443_GSM646413_CTCF_peaks.narrowPeak" "Endothelial"
"GSM646432" "CTCF" "BLOOD" "K-562" "429" "PRJNA63443_GSM646432_CTCF_peaks.narrowPeak" "Myeloid"
"GSM646433" "CTCF" "BLOOD" "K-562" "429" "PRJNA63443_GSM646433_CTCF_peaks.narrowPeak" "Myeloid"
"GSM646454" "CTCF" "SKIN" "NHEK" "434" "PRJNA63443_GSM646454_CTCF_peaks.narrowPeak" "Keratinocyte"
"GSM646455" "CTCF" "SKIN" "NHEK" "434" "PRJNA63443_GSM646455_CTCF_peaks.narrowPeak" "Keratinocyte"
"GSM646474" "CTCF" "FIBROBLAST" "NHLF" "435" "PRJNA63443_GSM646474_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM646475" "CTCF" "FIBROBLAST" "NHLF" "435" "PRJNA63443_GSM646475_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM733636" "CTCF" "SKIN" "NHEK" "434" "PRJNA63443_GSM733636_CTCF_peaks.narrowPeak" "Keratinocyte"
"GSM733645" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63443_GSM733645_CTCF_peaks.narrowPeak" "Liver"
"GSM733672" "CTCF" "STEMCELL" "hESC H1" "14" "PRJNA63443_GSM733672_CTCF_peaks.narrowPeak" "Stem cell"
"GSM733695" "CTCF" "FIBROBLAST" "NHLF" "435" "PRJNA63443_GSM733695_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM733716" "CTCF" "VASCULAR" "HUVEC" "428" "PRJNA63443_GSM733716_CTCF_peaks.narrowPeak" "Endothelial"
"GSM733719" "CTCF" "BLOOD" "K-562" "429" "PRJNA63443_GSM733719_CTCF_peaks.narrowPeak" "Myeloid"
"GSM733724" "CTCF" "BREAST" "HMEC" "432" "PRJNA63443_GSM733724_CTCF_peaks.narrowPeak" "Breast"
"GSM733744" "CTCF" "FIBROBLAST" "NHDF" "436" "PRJNA63443_GSM733744_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM733752" "CTCF" "BLOOD" "GM12878" "242" "PRJNA63443_GSM733752_CTCF_peaks.narrowPeak" "B cell"
"GSM733762" "CTCF" "MUSCLE" "HSMM" "433" "PRJNA63443_GSM733762_CTCF_peaks.narrowPeak" "Myoblast"
"GSM733765" "CTCF" "NEURAL" "NH-A" "437" "PRJNA63443_GSM733765_CTCF_peaks.narrowPeak" "Brain"
"GSM733783" "CTCF" "MUSCLE" "HSMM" "433" "PRJNA63443_GSM733783_CTCF_peaks.narrowPeak" "Myoblast"
"GSM733784" "CTCF" "BONE" "Osteobl" "438" "PRJNA63443_GSM733784_CTCF_peaks.narrowPeak" "Bone"
"GSM733785" "CTCF" "UTERUS" "HeLa" "427" "PRJNA63443_GSM733785_CTCF_peaks.narrowPeak" "Cervix"
"GSM822271" "CTCF" "SKIN" "NHEK" "434" "PRJNA63443_GSM822271_CTCF_peaks.narrowPeak" "Keratinocyte"
"GSM822274" "MYC" "STEMCELL" "hESC H1" "439" "PRJNA63443_GSM822274_MYC_peaks.narrowPeak" "Stem cell"
"GSM822279" "CTCF" "VASCULAR" "HUVEC" "428" "PRJNA63443_GSM822279_CTCF_peaks.narrowPeak" "Endothelial"
"GSM822285" "CTCF" "UTERUS" "HeLa" "427" "PRJNA63443_GSM822285_CTCF_peaks.narrowPeak" "Cervix"
"GSM822286" "MYC" "UTERUS" "HeLa" "197" "PRJNA63443_GSM822286_MYC_peaks.narrowPeak" "Cervix"
"GSM822287" "CTCF" "LIVER" "Hep G2" "431" "PRJNA63443_GSM822287_CTCF_peaks.narrowPeak" "Liver"
"GSM822289" "CTCF" "LUNG" "A549" "413" "PRJNA63443_GSM822289_CTCF_peaks.narrowPeak" "Lung"
"GSM822290" "MYC" "BLOOD" "GM12878" "440" "PRJNA63443_GSM822290_MYC_peaks.narrowPeak" "B cell"
"GSM822291" "MYC" "LIVER" "Hep G2" "441" "PRJNA63443_GSM822291_MYC_peaks.narrowPeak" "Liver"
"GSM822297" "CTCF" "STEMCELL" "hESC H1" "14" "PRJNA63443_GSM822297_CTCF_peaks.narrowPeak" "Stem cell"
"GSM822298" "MYC" "VASCULAR" "HUVEC" "442" "PRJNA63443_GSM822298_MYC_peaks.narrowPeak" "Endothelial"
"GSM822301" "MYC" "BREAST" "MCF-7" "414" "PRJNA63443_GSM822301_MYC_peaks.narrowPeak" "Breast"
"GSM822303" "CTCF" "NEURAL" "Glioblastoma" "443" "PRJNA63443_GSM822303_CTCF_peaks.narrowPeak" "Brain"
"GSM822304" "MYC" "BREAST" "MCF-7" "414" "PRJNA63443_GSM822304_MYC_peaks.narrowPeak" "Breast"
"GSM822305" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63443_GSM822305_CTCF_peaks.narrowPeak" "Breast"
"GSM822308" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63443_GSM822308_CTCF_peaks.narrowPeak" "Breast"
"GSM822309" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63443_GSM822309_CTCF_peaks.narrowPeak" "Breast"
"GSM822310" "MYC" "BLOOD" "K-562" "444" "PRJNA63443_GSM822310_MYC_peaks.narrowPeak" "Myeloid"
"GSM822311" "CTCF" "BLOOD" "K-562" "429" "PRJNA63443_GSM822311_CTCF_peaks.narrowPeak" "Myeloid"
"GSM822312" "CTCF" "BLOOD" "GM12878" "242" "PRJNA63443_GSM822312_CTCF_peaks.narrowPeak" "B cell"
"GSM831015" "REST" "BLOOD" "K-562" "411" "PRJNA63443_GSM831015_REST_peaks.narrowPeak" "Myeloid"
"GSM1003604" "CUX1" "BLOOD" "GM12878" "445" "PRJNA63447_GSM1003604_CUX1_peaks.narrowPeak" "B cell"
"GSM1003606" "CTCF" "LUNG" "A549" "413" "PRJNA63447_GSM1003606_CTCF_peaks.narrowPeak" "Lung"
"GSM1003607" "MYC" "LUNG" "A549" "446" "PRJNA63447_GSM1003607_MYC_peaks.narrowPeak" "Lung"
"GSM1003608" "GATA1" "BLOOD" "K-562" "34" "PRJNA63447_GSM1003608_GATA1_peaks.narrowPeak" "Myeloid"
"GSM1003609" "JUN" "BLOOD" "K-562" "447" "PRJNA63447_GSM1003609_JUN_peaks.narrowPeak" "Myeloid"
"GSM1003614" "MXI1" "FIBROBLAST" "IMR-90" "448" "PRJNA63447_GSM1003614_MXI1_peaks.narrowPeak" "Lung"
"GSM1003615" "RFX5" "FIBROBLAST" "IMR-90" "449" "PRJNA63447_GSM1003615_RFX5_peaks.narrowPeak" "Lung"
"GSM1003616" "MAFK" "BLOOD" "GM12878" "450" "PRJNA63447_GSM1003616_MAFK_peaks.narrowPeak" "B cell"
"GSM1003620" "ELK1" "BLOOD" "K-562" "451" "PRJNA63447_GSM1003620_ELK1_peaks.narrowPeak" "Myeloid"
"GSM1003622" "CUX1" "BLOOD" "K-562" "452" "PRJNA63447_GSM1003622_CUX1_peaks.narrowPeak" "Myeloid"
"GSM1003629" "RFX5" "NEURAL" "SK-N-SH" "453" "PRJNA63447_GSM1003629_RFX5_peaks.narrowPeak" "Brain"
"GSM1003630" "NRF1" "NEURAL" "SK-N-SH" "454" "PRJNA63447_GSM1003630_NRF1_peaks.narrowPeak" "Brain"
"GSM1003631" "MXI1" "NEURAL" "SK-N-SH" "455" "PRJNA63447_GSM1003631_MXI1_peaks.narrowPeak" "Brain"
"GSM1003632" "JUND" "NEURAL" "SK-N-SH" "456" "PRJNA63447_GSM1003632_JUND_peaks.narrowPeak" "Brain"
"GSM1003633" "CTCF" "NEURAL" "SK-N-SH" "457" "PRJNA63447_GSM1003633_CTCF_peaks.narrowPeak" "Brain"
"GSM1003634" "JUND" "BLOOD" "GM12878" "458" "PRJNA63447_GSM1003634_JUND_peaks.narrowPeak" "B cell"
"GSM1010719" "CREB1" "LUNG" "A549" "459" "PRJNA63447_GSM1010719_CREB1_peaks.narrowPeak" "Lung"
"GSM1010720" "CREB1" "LUNG" "A549" "459" "PRJNA63447_GSM1010720_CREB1_peaks.narrowPeak" "Lung"
"GSM1010723" "JUND" "LUNG" "A549" "460" "PRJNA63447_GSM1010723_JUND_peaks.narrowPeak" "Lung"
"GSM1010724" "FOXA2" "LUNG" "A549" "461" "PRJNA63447_GSM1010724_FOXA2_peaks.narrowPeak" "Lung"
"GSM1010725" "FOXA1" "LUNG" "A549" "462" "PRJNA63447_GSM1010725_FOXA1_peaks.narrowPeak" "Lung"
"GSM1010726" "CREB1" "LUNG" "A549" "459" "PRJNA63447_GSM1010726_CREB1_peaks.narrowPeak" "Lung"
"GSM1010727" "GATA3" "LUNG" "A549" "463" "PRJNA63447_GSM1010727_GATA3_peaks.narrowPeak" "Lung"
"GSM1010728" "MAX" "LUNG" "A549" "464" "PRJNA63447_GSM1010728_MAX_peaks.narrowPeak" "Lung"
"GSM1010730" "EGR1" "BLOOD" "GM12878" "465" "PRJNA63447_GSM1010730_EGR1_peaks.narrowPeak" "B cell"
"GSM1010734" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63447_GSM1010734_CTCF_peaks.narrowPeak" "Breast"
"GSM1010735" "REST" "NEURAL" "SK-N-SH" "466" "PRJNA63447_GSM1010735_REST_peaks.narrowPeak" "Brain"
"GSM1010738" "GATA3" "NEURAL" "SK-N-SH" "467" "PRJNA63447_GSM1010738_GATA3_peaks.narrowPeak" "Brain"
"GSM1010739" "GABPA" "NEURAL" "SK-N-SH" "468" "PRJNA63447_GSM1010739_GABPA_peaks.narrowPeak" "Brain"
"GSM1010741" "NFIC" "LIVER" "Hep G2" "469" "PRJNA63447_GSM1010741_NFIC_peaks.narrowPeak" "Liver"
"GSM1010743" "SP4" "STEMCELL" "hESC H1" "470" "PRJNA63447_GSM1010743_SP4_peaks.narrowPeak" "Stem cell"
"GSM1010744" "REST" "BLOOD" "GM12878" "306" "PRJNA63447_GSM1010744_REST_peaks.narrowPeak" "B cell"
"GSM1010748" "FOSL2" "LUNG" "A549" "471" "PRJNA63447_GSM1010748_FOSL2_peaks.narrowPeak" "Lung"
"GSM1010749" "REST" "LUNG" "A549" "472" "PRJNA63447_GSM1010749_REST_peaks.narrowPeak" "Lung"
"GSM1010751" "ELF1" "NEURAL" "SK-N-SH" "473" "PRJNA63447_GSM1010751_ELF1_peaks.narrowPeak" "Brain"
"GSM1010754" "REST" "BLOOD" "HL-60" "474" "PRJNA63447_GSM1010754_REST_peaks.narrowPeak" "Myeloid"
"GSM1010755" "PBX3" "LUNG" "A549" "475" "PRJNA63447_GSM1010755_PBX3_peaks.narrowPeak" "Lung"
"GSM1010756" "FOSL1" "GI" "HCT 116" "476" "PRJNA63447_GSM1010756_FOSL1_peaks.narrowPeak" "Colon"
"GSM1010757" "ATF3" "GI" "HCT 116" "477" "PRJNA63447_GSM1010757_ATF3_peaks.narrowPeak" "Colon"
"GSM1010760" "CREB1" "BLOOD" "GM12878" "478" "PRJNA63447_GSM1010760_CREB1_peaks.narrowPeak" "B cell"
"GSM1010764" "ELF1" "BREAST" "MCF-7" "479" "PRJNA63447_GSM1010764_ELF1_peaks.narrowPeak" "Breast"
"GSM1010765" "ELF1" "GI" "HCT 116" "480" "PRJNA63447_GSM1010765_ELF1_peaks.narrowPeak" "Colon"
"GSM1010766" "E2F6" "LUNG" "A549" "481" "PRJNA63447_GSM1010766_E2F6_peaks.narrowPeak" "Lung"
"GSM1010767" "RXRA" "NEURAL" "SK-N-SH" "482" "PRJNA63447_GSM1010767_RXRA_peaks.narrowPeak" "Brain"
"GSM1010768" "FOSL2" "BREAST" "MCF-7" "483" "PRJNA63447_GSM1010768_FOSL2_peaks.narrowPeak" "Breast"
"GSM1010772" "TEAD4" "GI" "HCT 116" "484" "PRJNA63447_GSM1010772_TEAD4_peaks.narrowPeak" "Colon"
"GSM1010776" "SP2" "STEMCELL" "hESC H1" "485" "PRJNA63447_GSM1010776_SP2_peaks.narrowPeak" "Stem cell"
"GSM1010777" "CEBPD" "LIVER" "Hep G2" "486" "PRJNA63447_GSM1010777_CEBPD_peaks.narrowPeak" "Liver"
"GSM1010778" "CEBPB" "LIVER" "Hep G2" "487" "PRJNA63447_GSM1010778_CEBPB_peaks.narrowPeak" "Liver"
"GSM1010783" "GATA3" "BREAST" "MCF-7" "154" "PRJNA63447_GSM1010783_GATA3_peaks.narrowPeak" "Breast"
"GSM1010784" "REST" "LIVER" "Hep G2" "488" "PRJNA63447_GSM1010784_REST_peaks.narrowPeak" "Liver"
"GSM1010787" "SP2" "LIVER" "Hep G2" "489" "PRJNA63447_GSM1010787_SP2_peaks.narrowPeak" "Liver"
"GSM1010789" "ATF3" "LUNG" "A549" "490" "PRJNA63447_GSM1010789_ATF3_peaks.narrowPeak" "Lung"
"GSM1010790" "ELF1" "LUNG" "A549" "491" "PRJNA63447_GSM1010790_ELF1_peaks.narrowPeak" "Lung"
"GSM1010792" "REST" "PANCREAS" "PANC-1" "492" "PRJNA63447_GSM1010792_REST_peaks.narrowPeak" "Pancreas"
"GSM1010806" "USF1" "NEURAL" "SK-N-SH" "493" "PRJNA63447_GSM1010806_USF1_peaks.narrowPeak" "Brain"
"GSM1010808" "CREB1" "LIVER" "Hep G2" "494" "PRJNA63447_GSM1010808_CREB1_peaks.narrowPeak" "Liver"
"GSM1010809" "ZEB1" "LIVER" "Hep G2" "495" "PRJNA63447_GSM1010809_ZEB1_peaks.narrowPeak" "Liver"
"GSM1010813" "SP1" "LUNG" "A549" "496" "PRJNA63447_GSM1010813_SP1_peaks.narrowPeak" "Lung"
"GSM1010820" "CTCF" "BLOOD" "K-562" "429" "PRJNA63447_GSM1010820_CTCF_peaks.narrowPeak" "Myeloid"
"GSM1010822" "GABPA" "BLOOD" "HL-60" "497" "PRJNA63447_GSM1010822_GABPA_peaks.narrowPeak" "Myeloid"
"GSM1010826" "FOXA1" "LUNG" "A549" "462" "PRJNA63447_GSM1010826_FOXA1_peaks.narrowPeak" "Lung"
"GSM1010828" "USF1" "LUNG" "A549" "498" "PRJNA63447_GSM1010828_USF1_peaks.narrowPeak" "Lung"
"GSM1010829" "ETS1" "LUNG" "A549" "499" "PRJNA63447_GSM1010829_ETS1_peaks.narrowPeak" "Lung"
"GSM1010833" "GABPA" "LUNG" "A549" "500" "PRJNA63447_GSM1010833_GABPA_peaks.narrowPeak" "Lung"
"GSM1010834" "MEF2A" "NEURAL" "SK-N-SH" "501" "PRJNA63447_GSM1010834_MEF2A_peaks.narrowPeak" "Brain"
"GSM1010835" "MAX" "NEURAL" "SK-N-SH" "502" "PRJNA63447_GSM1010835_MAX_peaks.narrowPeak" "Brain"
"GSM1010836" "USF1" "GI" "HCT 116" "503" "PRJNA63447_GSM1010836_USF1_peaks.narrowPeak" "Colon"
"GSM1010839" "SRF" "BREAST" "MCF-7" "504" "PRJNA63447_GSM1010839_SRF_peaks.narrowPeak" "Breast"
"GSM1010840" "FOSL2" "NEURAL" "SK-N-SH" "505" "PRJNA63447_GSM1010840_FOSL2_peaks.narrowPeak" "Brain"
"GSM1010843" "SPI1" "BLOOD" "HL-60" "506" "PRJNA63447_GSM1010843_SPI1_peaks.narrowPeak" "Myeloid"
"GSM1010844" "EGR1" "BREAST" "MCF-7" "507" "PRJNA63447_GSM1010844_EGR1_peaks.narrowPeak" "Breast"
"GSM1010845" "TEAD4" "STEMCELL" "hESC H1" "508" "PRJNA63447_GSM1010845_TEAD4_peaks.narrowPeak" "Stem cell"
"GSM1010846" "EGR1" "GI" "HCT 116" "509" "PRJNA63447_GSM1010846_EGR1_peaks.narrowPeak" "Colon"
"GSM1010847" "JUND" "GI" "HCT 116" "510" "PRJNA63447_GSM1010847_JUND_peaks.narrowPeak" "Colon"
"GSM1010850" "CEBPB" "BLOOD" "GM12878" "511" "PRJNA63447_GSM1010850_CEBPB_peaks.narrowPeak" "B cell"
"GSM1010851" "SRF" "GI" "HCT 116" "512" "PRJNA63447_GSM1010851_SRF_peaks.narrowPeak" "Colon"
"GSM1010852" "CEBPB" "GI" "HCT 116" "513" "PRJNA63447_GSM1010852_CEBPB_peaks.narrowPeak" "Colon"
"GSM1010858" "TEAD4" "NEURAL" "SK-N-SH" "514" "PRJNA63447_GSM1010858_TEAD4_peaks.narrowPeak" "Brain"
"GSM1010859" "REST" "PANCREAS" "PANC-1" "492" "PRJNA63447_GSM1010859_REST_peaks.narrowPeak" "Pancreas"
"GSM1010860" "TEAD4" "BREAST" "MCF-7" "515" "PRJNA63447_GSM1010860_TEAD4_peaks.narrowPeak" "Breast"
"GSM1010863" "MAX" "BREAST" "MCF-7" "516" "PRJNA63447_GSM1010863_MAX_peaks.narrowPeak" "Breast"
"GSM1010864" "GABPA" "BREAST" "MCF-7" "517" "PRJNA63447_GSM1010864_GABPA_peaks.narrowPeak" "Breast"
"GSM1010865" "MAX" "LIVER" "Hep G2" "518" "PRJNA63447_GSM1010865_MAX_peaks.narrowPeak" "Liver"
"GSM1010868" "TEAD4" "LUNG" "A549" "519" "PRJNA63447_GSM1010868_TEAD4_peaks.narrowPeak" "Lung"
"GSM1010869" "REST" "GI" "HCT 116" "520" "PRJNA63447_GSM1010869_REST_peaks.narrowPeak" "Colon"
"GSM1010871" "CEBPB" "LUNG" "A549" "521" "PRJNA63447_GSM1010871_CEBPB_peaks.narrowPeak" "Lung"
"GSM1010875" "TEAD4" "LIVER" "Hep G2" "522" "PRJNA63447_GSM1010875_TEAD4_peaks.narrowPeak" "Liver"
"GSM1010878" "CEBPB" "BLOOD" "K-562" "523" "PRJNA63447_GSM1010878_CEBPB_peaks.narrowPeak" "Myeloid"
"GSM1010880" "NFIC" "NEURAL" "SK-N-SH" "524" "PRJNA63447_GSM1010880_NFIC_peaks.narrowPeak" "Brain"
"GSM1010881" "NFIC" "BLOOD" "GM12878" "525" "PRJNA63447_GSM1010881_NFIC_peaks.narrowPeak" "B cell"
"GSM1010887" "PBX3" "NEURAL" "SK-N-SH" "526" "PRJNA63447_GSM1010887_PBX3_peaks.narrowPeak" "Brain"
"GSM1010889" "CEBPB" "BREAST" "MCF-7" "527" "PRJNA63447_GSM1010889_CEBPB_peaks.narrowPeak" "Breast"
"GSM1010890" "CREB1" "BLOOD" "K-562" "528" "PRJNA63447_GSM1010890_CREB1_peaks.narrowPeak" "Myeloid"
"GSM1010891" "REST" "BREAST" "MCF-7" "529" "PRJNA63447_GSM1010891_REST_peaks.narrowPeak" "Breast"
"GSM1010892" "JUND" "BREAST" "MCF-7" "530" "PRJNA63447_GSM1010892_JUND_peaks.narrowPeak" "Breast"
"GSM1010893" "RUNX3" "BLOOD" "GM12878" "531" "PRJNA63447_GSM1010893_RUNX3_peaks.narrowPeak" "B cell"
"GSM1010895" "TEAD4" "BLOOD" "K-562" "532" "PRJNA63447_GSM1010895_TEAD4_peaks.narrowPeak" "Myeloid"
"GSM1010896" "CREB1" "STEMCELL" "hESC H1" "533" "PRJNA63447_GSM1010896_CREB1_peaks.narrowPeak" "Stem cell"
"GSM1010898" "MAX" "STEMCELL" "hESC H1" "534" "PRJNA63447_GSM1010898_MAX_peaks.narrowPeak" "Stem cell"
"GSM1010899" "E2F6" "STEMCELL" "hESC H1" "535" "PRJNA63447_GSM1010899_E2F6_peaks.narrowPeak" "Stem cell"
"GSM1010901" "JUND" "NEURAL" "SK-N-SH" "456" "PRJNA63447_GSM1010901_JUND_peaks.narrowPeak" "Brain"
"GSM1010902" "SP1" "GI" "HCT 116" "536" "PRJNA63447_GSM1010902_SP1_peaks.narrowPeak" "Colon"
"GSM1010903" "CTCF" "GI" "HCT 116" "537" "PRJNA63447_GSM1010903_CTCF_peaks.narrowPeak" "Colon"
"GSM1010904" "MAX" "GI" "HCT 116" "538" "PRJNA63447_GSM1010904_MAX_peaks.narrowPeak" "Colon"
"GSM1010906" "CEBPD" "BLOOD" "K-562" "539" "PRJNA63447_GSM1010906_CEBPD_peaks.narrowPeak" "Myeloid"
"GSM1022626" "CTCF" "FIBROBLAST" "NHLF" "435" "PRJNA63447_GSM1022626_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022628" "CTCF" "FIBROBLAST" "HVMF" "540" "PRJNA63447_GSM1022628_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022629" "CTCF" "BLOOD" "GM12873" "541" "PRJNA63447_GSM1022629_CTCF_peaks.narrowPeak" "B cell"
"GSM1022630" "CTCF" "FIBROBLAST" "HVMF" "540" "PRJNA63447_GSM1022630_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022631" "CTCF" "BREAST" "HMEC" "432" "PRJNA63447_GSM1022631_CTCF_peaks.narrowPeak" "Breast"
"GSM1022633" "CTCF" "BLOOD" "GM12872" "542" "PRJNA63447_GSM1022633_CTCF_peaks.narrowPeak" "B cell"
"GSM1022634" "CTCF" "FIBROBLAST" "WI-38" "156" "PRJNA63447_GSM1022634_CTCF_peaks.narrowPeak" "Lung"
"GSM1022635" "CTCF" "FIBROBLAST" "AG04450" "543" "PRJNA63447_GSM1022635_CTCF_peaks.narrowPeak" "Lung"
"GSM1022636" "CTCF" "BLOOD" "GM12865" "544" "PRJNA63447_GSM1022636_CTCF_peaks.narrowPeak" "B cell"
"GSM1022637" "CTCF" "FIBROBLAST" "WI-38" "156" "PRJNA63447_GSM1022637_CTCF_peaks.narrowPeak" "Lung"
"GSM1022639" "CTCF" "LUNG" "A549" "413" "PRJNA63447_GSM1022639_CTCF_peaks.narrowPeak" "Lung"
"GSM1022640" "CTCF" "LUNG" "A549" "413" "PRJNA63447_GSM1022640_CTCF_peaks.narrowPeak" "Lung"
"GSM1022643" "CTCF" "BLOOD" "NB-4" "545" "PRJNA63447_GSM1022643_CTCF_peaks.narrowPeak" "B cell"
"GSM1022644" "CTCF" "FIBROBLAST" "HFF" "546" "PRJNA63447_GSM1022644_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM1022650" "CTCF" "NEURAL" "BE(2)-C" "547" "PRJNA63447_GSM1022650_CTCF_peaks.narrowPeak" "Brain"
"GSM1022651" "CTCF" "GI" "HCT 116" "537" "PRJNA63447_GSM1022651_CTCF_peaks.narrowPeak" "Colon"
"GSM1022652" "CTCF" "GI" "HCT 116" "537" "PRJNA63447_GSM1022652_CTCF_peaks.narrowPeak" "Colon"
"GSM1022653" "CTCF" "NEURAL" "BE(2)-C" "547" "PRJNA63447_GSM1022653_CTCF_peaks.narrowPeak" "Brain"
